
dist.in centimeters					    10 readings in volts

2	1.88172043	1.666666667	2.013685239	2.033235582	1.959921799	1.808406647	1.920821114	1.847507331	1.686217009	1.720430108
3	1.319648094	0.909090909	1.383186706	1.417399804	1.37829912	1.37829912	1.397849462	0.909090909	1.28054741	1.300097752
4	1.070381232	1.109481916	1.109481916	1.109481916	1.094819159	1.089931574	1.031280547	1.109481916	1.05083089	1.05083089
5	0.879765396	0.913978495	0.899315738	0.933528837	0.899315738	0.879765396	0.879765396	0.933528837	0.899315738	0.899315738
6	0.762463343	0.801564027	0.782013685	0.782013685	0.782013685	0.762463343	0.742913001	0.801564027	0.762463343	0.782013685
7	0.659824047	0.703812317	0.684261975	0.698924731	0.684261975	0.664711632	0.659824047	0.718475073	0.694037146	0.679374389
8	0.586510264	0.606060606	0.606060606	0.625610948	0.606060606	0.606060606	0.586510264	0.64516129	0.606060606	0.606060606
9	0.527859238	0.542521994	0.527859238	0.54740958	0.54740958	0.527859238	0.508308895	0.566959922	0.54740958	0.566959922
10	0.469208211	0.488758553	0.488758553	0.508308895	0.488758553	0.488758553	0.469208211	0.508308895	0.508308895	0.513196481
11	0.444770283	0.444770283	0.444770283	0.449657869	0.449657869	0.449657869	0.444770283	0.469208211	0.469208211	0.469208211
12	0.405669599	0.405669599	0.405669599	0.425219941	0.425219941	0.425219941	0.405669599	0.444770283	0.425219941	0.449657869
13	0.366568915	0.366568915	0.366568915	0.405669599	0.386119257	0.405669599	0.386119257	0.405669599	0.386119257	0.405669599
14	0.347018573	0.351906158	0.337243402	0.366568915	0.347018573	0.366568915	0.347018573	0.386119257	0.366568915	0.391006843
15	0.342130987	0.342130987	0.332355816	0.361681329	0.327468231	0.361681329	0.342130987	0.347018573	0.347018573	0.347018573
16	0.327468231	0.337243402	0.327468231	0.351906158	0.332355816	0.351906158	0.332355816	0.337243402	0.332355816	0.327468231
17	0.312805474	0.312805474	0.31769306	0.332355816	0.322580645	0.337243402	0.327468231	0.322580645	0.31769306	0.31769306
18	0.27370479	0.288367546	0.298142717	0.31769306	0.288367546	0.322580645	0.298142717	0.31769306	0.307917889	0.288367546
19	0.259042033	0.259042033	0.283479961	0.312805474	0.278592375	0.31769306	0.278592375	0.293255132	0.288367546	0.27370479
20	0.239491691	0.244379277	0.278592375	0.263929619	0.283479961	0.293255132	0.268817204	0.27370479	0.278592375	0.259042033
21	0.219941349	0.22971652	0.268817204	0.259042033	0.259042033	0.278592375	0.259042033	0.254154448	0.263929619	0.239491691
22	0.195503421	0.205278592	0.249266862	0.22971652	0.239491691	0.254154448	0.254154448	0.239491691	0.219941349	0.22971652

