1.80	1.881720430
1.30	1.319648094
1.00	1.070381232
0.90	0.879765396
0.80	0.762463343
0.70	0.659824047
0.60	0.586510264
0.55	0.527859238
0.50	0.469208211
0.45	0.444770283
0.40	0.405669599
0.35	0.366568915
0.34	0.347018573
0.33	0.342130987
0.32	0.327468231
0.31	0.312805474
0.30	0.273704790	
0.28	0.259042033
0.25	0.239491691
0.23	0.219941349
0.20	0.195503421
1.80	1.666666667
1.00	1.109481916
0.90	0.913978495
0.80	0.801564027
0.70	0.703812317
0.60	0.606060606
0.55	0.542521994
0.50	0.488758553
0.45	0.444770283
0.40	0.405669599
0.35	0.366568915
0.34	0.351906158
0.33	0.342130987
0.32	0.337243402
0.31	0.312805474
0.30	0.288367546
0.28	0.259042033
0.25	0.244379277
0.23	0.229716520
0.20	0.205278592
1.80	2.013685239
1.30	1.383186706
1.00	1.109481916
0.90	0.899315738
0.80	0.782013685
0.70	0.684261975
0.60	0.606060606
0.55	0.527859238
0.50	0.488758553
0.45	0.444770283
0.40	0.405669599
0.35	0.366568915
0.34	0.337243402
0.33	0.332355816
0.32	0.327468231
0.31	0.317693060
0.30	0.298142717
0.28	0.283479961
0.25	0.278592375
0.23	0.268817204
0.20	0.249266862
1.80	2.033235582
1.30	1.417399804
1.00	1.109481916
0.90	0.933528837
0.80	0.782013685
0.70	0.698924731
0.60	0.625610948
0.55	0.547409580
0.50	0.508308895
0.45	0.449657869
0.40	0.425219941
0.35	0.405669599
0.34	0.366568915
0.33	0.361681329
0.32	0.351906158
0.31	0.332355816
0.30	0.317693060
0.28	0.312805474
0.25	0.263929619
0.23	0.259042033
0.20	0.229716520
1.80	1.959921799
1.30	1.378299120
1.00	1.094819159
0.90	0.899315738
0.80	0.782013685
0.70	0.684261975
0.60	0.606060606
0.55	0.547409580
0.50	0.488758553
0.45	0.449657869
0.40	0.425219941
0.35	0.386119257
0.34	0.347018573
0.33	0.327468231
0.32	0.332355816
0.31	0.322580645
0.30	0.288367546
0.28	0.278592375
0.25	0.283479961
0.23	0.259042033
0.20	0.239491691
1.80	1.808406647
1.30	1.378299120
1.00	1.089931574
0.90	0.879765396
0.80	0.762463343
0.70	0.664711632
0.60	0.606060606
0.55	0.527859238
0.50	0.488758553
0.45	0.449657869
0.40	0.425219941
0.35	0.405669599
0.34	0.366568915
0.33	0.361681329
0.32	0.351906158
0.31	0.337243402
0.30	0.322580645
0.28	0.317693060
0.25	0.293255132
0.23	0.278592375
0.20	0.254154448
1.80	1.920821114
1.30	1.397849462
1.00	1.031280547
0.90	0.879765396
0.80	0.742913001
0.70	0.659824047
0.60	0.586510264
0.55	0.508308895
0.50	0.469208211
0.45	0.444770283
0.40	0.405669599
0.35	0.386119257
0.34	0.347018573
0.33	0.342130987
0.32	0.332355816
0.31	0.327468231
0.30	0.298142717
0.28	0.278592375
0.25	0.268817204
0.23	0.259042033
0.20	0.254154448
1.80	1.847507331
1.30	0.909090909
1.00	1.109481916
0.90	0.933528837
0.80	0.801564027
0.70	0.718475073
0.60	0.645161290
0.55	0.566959922
0.50	0.508308895
0.45	0.469208211
0.40	0.444770283
0.35	0.405669599
0.34	0.386119257
0.33	0.347018573
0.32	0.337243402
0.31	0.322580645
0.30	0.317693060
0.28	0.293255132
0.25	0.273704790
0.23	0.254154448
0.20	0.239491691
1.80	1.686217009
1.30	1.280547410
1.00	1.050830890
0.90	0.899315738
0.80	0.762463343
0.70	0.694037146
0.60	0.606060606
0.55	0.547409580
0.50	0.508308895
0.45	0.469208211
0.40	0.425219941
0.35	0.386119257
0.34	0.366568915
0.33	0.347018573
0.32	0.332355816
0.31	0.317693060
0.30	0.307917889
0.28	0.288367546
0.25	0.278592375
0.23	0.263929619
0.20	0.219941349
1.80	1.720430108
0.90	0.899315738
0.80	0.782013685
0.70	0.679374389
0.60	0.606060606
0.55	0.566959922
0.50	0.513196481
0.45	0.469208211
0.40	0.449657869
0.35	0.405669599
0.34	0.391006843
0.33	0.347018573
0.32	0.327468231
0.31	0.317693060
0.30	0.288367546
0.28	0.273704790
0.25	0.259042033
0.23	0.239491691
0.20	0.229716520
