../data/old_avoid_0.dat 146.261124
../data/old_avoid_1.dat 145.474609
../data/old_avoid_2.dat 145.465927
../data/old_avoid_3.dat 145.449249
../data/old_avoid_4.dat 145.314789
../data/old_avoid_5.dat 144.852112
../data/old_avoid_6.dat 144.439194
../data/old_avoid_7.dat 143.311127
../data/old_avoid_8.dat 143.163467
../data/old_avoid_9.dat 142.822845
../data/old_avoid_10.dat 142.464844
../data/old_avoid_11.dat 142.266815
../data/old_avoid_12.dat 142.101074
../data/old_avoid_13.dat 142.031723
../data/old_avoid_14.dat 142.014709
../data/old_avoid_15.dat 141.712677
../data/old_avoid_16.dat 141.692413
../data/old_avoid_17.dat 141.649872
../data/old_avoid_18.dat 141.433105
../data/old_avoid_19.dat 141.408768
../data/old_avoid_20.dat 141.392639
../data/old_avoid_21.dat 140.974335
../data/old_avoid_22.dat 140.909424
../data/old_avoid_23.dat 140.837021
../data/old_avoid_24.dat 140.571304
../data/old_avoid_25.dat 140.384064
../data/old_avoid_26.dat 140.279739
../data/old_avoid_27.dat 139.926056
../data/old_avoid_28.dat 139.903748
../data/old_avoid_29.dat 139.898651
../data/old_avoid_30.dat 139.751129
../data/old_avoid_31.dat 139.565292
../data/old_avoid_32.dat 139.431534
../data/old_avoid_33.dat 139.310318
../data/old_avoid_34.dat 139.248184
../data/old_avoid_35.dat 138.927292
../data/old_avoid_36.dat 138.746872
../data/old_avoid_37.dat 138.676636
../data/old_avoid_38.dat 138.636902
../data/old_avoid_39.dat 138.571823
../data/old_avoid_40.dat 138.461761
../data/old_avoid_41.dat 138.424133
../data/old_avoid_42.dat 138.384277
../data/old_avoid_43.dat 138.238556
../data/old_avoid_44.dat 138.015366
../data/old_avoid_45.dat 137.952744
../data/old_avoid_46.dat 137.642578
../data/old_avoid_47.dat 137.616989
../data/old_avoid_48.dat 137.513031
../data/old_avoid_49.dat 137.368530
../data/old_avoid_50.dat 137.366867
../data/old_avoid_51.dat 137.344330
../data/old_avoid_52.dat 137.233856
../data/old_avoid_53.dat 136.906311
../data/old_avoid_54.dat 136.644775
../data/old_avoid_55.dat 136.572388
../data/old_avoid_56.dat 136.449905
../data/old_avoid_57.dat 136.396591
../data/old_avoid_58.dat 136.369553
../data/old_avoid_59.dat 136.010681
../data/old_avoid_60.dat 135.935989
../data/old_avoid_61.dat 135.667557
../data/old_avoid_62.dat 135.353317
../data/old_avoid_63.dat 135.297623
../data/old_avoid_64.dat 135.177475
../data/old_avoid_65.dat 135.171173
../data/old_avoid_66.dat 134.925919
../data/old_avoid_67.dat 134.756088
../data/old_avoid_68.dat 134.590424
../data/old_avoid_69.dat 134.351471
../data/old_avoid_70.dat 133.928894
../data/old_avoid_71.dat 133.889771
../data/old_avoid_72.dat 133.876129
../data/old_avoid_73.dat 133.868500
../data/old_avoid_74.dat 133.835602
../data/old_avoid_75.dat 133.778992
../data/old_avoid_76.dat 133.725800
../data/old_avoid_77.dat 133.724594
../data/old_avoid_78.dat 133.557632
../data/old_avoid_79.dat 133.402802
../data/old_avoid_80.dat 133.374390
../data/old_avoid_81.dat 133.334442
../data/old_avoid_82.dat 133.085419
../data/old_avoid_83.dat 133.076477
../data/old_avoid_84.dat 132.999298
../data/old_avoid_85.dat 132.887360
../data/old_avoid_86.dat 132.720230
../data/old_avoid_87.dat 132.342361
../data/old_avoid_88.dat 132.244644
../data/old_avoid_89.dat 132.199631
../data/old_avoid_90.dat 131.763153
../data/old_avoid_91.dat 131.648727
../data/old_avoid_92.dat 131.456543
../data/old_avoid_93.dat 130.979767
../data/old_avoid_94.dat 130.310287
../data/old_avoid_95.dat 130.284805
../data/old_avoid_96.dat 130.206558
../data/old_avoid_97.dat 129.742950
../data/old_avoid_98.dat 129.690186
../data/old_avoid_99.dat 122.808220
