(centroid 1 112.687149 3.190305 0.099274 0.100660 0.100187 0.101153 0.099457 0.100161 0.098804 0.099714 0.096772 0.099157 0.098835 0.098989 0.098480 0.099562 0.099528 0.099248 )
(centroid 2 220.328201 3.654349 0.099269 0.100413 0.099541 0.098363 0.099122 0.099777 0.103552 0.102780 0.099305 0.097465 0.101060 0.102307 0.098270 0.100522 0.098905 0.098223 )
(centroid 3 16.444788 0.596687 0.094985 0.092982 0.089552 0.088884 0.088066 0.086630 0.086742 0.088102 0.084805 0.086587 0.085567 0.084453 0.084382 0.084949 0.087609 0.090820 )
(centroid 4 0.306176 4.866864 0.086432 0.083599 0.083216 0.084425 0.087238 0.091946 0.095975 0.096730 0.093671 0.093832 0.094310 0.092616 0.094009 0.094201 0.096560 0.096302 )
(centroid 5 22.105438 0.499902 0.096877 0.097112 0.095480 0.094722 0.092630 0.091658 0.090272 0.092510 0.094104 0.093662 0.092327 0.090847 0.090009 0.090027 0.090260 0.092123 )
(centroid 6 4.197203 5.742875 0.093134 0.092617 0.089884 0.088569 0.088994 0.087121 0.087801 0.088044 0.088844 0.090348 0.091395 0.092855 0.094186 0.095378 0.096926 0.097655 )
(centroid 7 37.750271 0.519018 0.095860 0.093764 0.089918 0.088859 0.089665 0.089669 0.091244 0.095763 0.097189 0.097559 0.099719 0.096289 0.095124 0.095752 0.097823 0.096565 )
(centroid 8 11.761153 5.734518 0.089021 0.086103 0.082817 0.081617 0.082811 0.083514 0.084168 0.086658 0.084228 0.086512 0.087196 0.088100 0.089539 0.090723 0.092760 0.095567 )
(centroid 9 4.258607 0.542118 0.097628 0.096870 0.095258 0.093103 0.093266 0.090136 0.089833 0.089079 0.088735 0.088161 0.087282 0.087129 0.088442 0.089201 0.091086 0.092875 )
(centroid 10 21.194996 5.779849 0.090960 0.089124 0.088157 0.087008 0.088836 0.089489 0.090631 0.091915 0.090084 0.088762 0.088979 0.090916 0.090808 0.093070 0.093717 0.095133 )
(centroid 11 29.486816 0.513690 0.097519 0.094532 0.092415 0.090070 0.090692 0.090912 0.091997 0.095863 0.098226 0.098422 0.099120 0.098412 0.096366 0.095579 0.095306 0.095388 )
(centroid 12 2.300734 0.572609 0.099188 0.097090 0.095949 0.093643 0.093320 0.091240 0.089503 0.089299 0.087816 0.086656 0.088115 0.086897 0.087868 0.090513 0.092432 0.094081 )
(centroid 13 12.154761 0.556415 0.096298 0.092802 0.090134 0.088298 0.088544 0.086649 0.086299 0.088094 0.086393 0.086953 0.086779 0.084371 0.084468 0.085061 0.086530 0.090029 )
(centroid 14 0.353999 2.646661 0.095578 0.095526 0.096064 0.090960 0.086904 0.087423 0.087792 0.087385 0.087031 0.089150 0.090815 0.089922 0.093159 0.092619 0.096221 0.095249 )
(centroid 15 8.507617 5.714974 0.091058 0.088722 0.086292 0.085231 0.085084 0.084832 0.085451 0.085598 0.084391 0.086347 0.087969 0.088363 0.089918 0.092350 0.095874 0.096383 )
(centroid 16 0.245273 0.933565 0.097955 0.096645 0.094833 0.094138 0.092298 0.092017 0.091184 0.091092 0.089733 0.088936 0.089471 0.085878 0.085151 0.086507 0.088414 0.091778 )
(centroid 17 8.671641 0.617858 0.096698 0.096551 0.093525 0.093133 0.092325 0.090793 0.088993 0.088637 0.086016 0.085883 0.086809 0.084921 0.084531 0.085159 0.086705 0.090688 )
(centroid 18 139.149185 3.324173 0.097612 0.099234 0.097923 0.099082 0.096962 0.100391 0.100963 0.099933 0.100409 0.097791 0.099938 0.098519 0.100105 0.100783 0.101443 0.100630 )
(centroid 19 36.749039 5.782888 0.096028 0.095518 0.095760 0.096604 0.097550 0.098372 0.099117 0.098912 0.098296 0.097634 0.096635 0.097657 0.095317 0.096113 0.097370 0.097103 )
(centroid 20 168.942337 3.502689 0.099091 0.099510 0.100651 0.099566 0.100240 0.099717 0.103263 0.099650 0.101102 0.100141 0.100812 0.099903 0.098529 0.100109 0.101864 0.099672 )
(centroid 21 89.236725 3.188409 0.097139 0.097356 0.099395 0.098076 0.099225 0.098385 0.097931 0.099351 0.099420 0.099783 0.099531 0.098323 0.096391 0.097423 0.099260 0.098854 )
(centroid 22 6.091152 0.556042 0.096854 0.096631 0.094314 0.092538 0.092390 0.089958 0.088907 0.087660 0.086504 0.086331 0.085663 0.084104 0.087332 0.087638 0.089991 0.093706 )
(centroid 23 72.852348 3.550464 0.097008 0.096315 0.096829 0.096308 0.096713 0.098007 0.099095 0.099141 0.099429 0.100463 0.099076 0.099497 0.098850 0.096775 0.097941 0.097174 )
(centroid 24 59.452168 3.016082 0.097784 0.095860 0.096964 0.095584 0.096262 0.095128 0.096012 0.098650 0.097171 0.098046 0.098877 0.098034 0.098569 0.098102 0.098898 0.097604 )
(centroid 25 15.970482 5.761783 0.091612 0.088641 0.087878 0.087074 0.087320 0.087134 0.088738 0.087709 0.087653 0.087765 0.088095 0.087666 0.091030 0.091761 0.094536 0.096273 )
(centroid 26 5.988649 5.700385 0.092749 0.089788 0.087598 0.087022 0.086556 0.086083 0.087629 0.088614 0.087543 0.090084 0.091551 0.091664 0.094341 0.094797 0.096389 0.097470 )
(centroid 27 47.614361 3.278512 0.098834 0.097967 0.098128 0.097691 0.098628 0.098512 0.099484 0.100666 0.100216 0.099859 0.099886 0.098754 0.098820 0.098356 0.099450 0.098867 )
(centroid 28 0.253207 5.861735 0.095384 0.092866 0.090650 0.089825 0.087215 0.087564 0.088159 0.088756 0.088327 0.089704 0.092844 0.092786 0.094193 0.096038 0.097639 0.098904 )
(centroid 29 0.260102 0.286136 0.097248 0.096167 0.093688 0.093791 0.091351 0.090312 0.089007 0.087758 0.086198 0.085421 0.087252 0.086501 0.090037 0.091985 0.094673 0.096756 )
(centroid 30 27.976070 5.772028 0.094561 0.090375 0.090648 0.093855 0.098375 0.098297 0.098573 0.097761 0.094423 0.093604 0.092886 0.091356 0.090062 0.092680 0.091200 0.093550 )
(centroid 31 4.398025 2.995482 0.098011 0.093692 0.096503 0.091051 0.093825 0.090185 0.088479 0.090937 0.092388 0.092687 0.092549 0.093508 0.096167 0.095536 0.094713 0.095438 )
(centroid 32 2.283551 5.729488 0.094380 0.091373 0.091206 0.088264 0.088063 0.088874 0.088730 0.089997 0.089834 0.090688 0.092939 0.093518 0.093517 0.095482 0.097659 0.098173 )
