(centroid 1 70.153633 2.932871 0.098837 0.097634 0.097414 0.095222 0.097543 0.098278 0.098892 0.099116 0.099181 0.101271 0.100200 0.098984 0.098673 0.098554 0.098445 0.098636 )
(centroid 2 218.446945 2.742790 0.099213 0.098715 0.101093 0.098819 0.099723 0.103819 0.102151 0.102007 0.101751 0.101770 0.102193 0.101964 0.098412 0.097277 0.100075 0.099323 )
(centroid 3 0.541462 0.568436 0.095706 0.094233 0.091793 0.091108 0.090808 0.090531 0.089342 0.088491 0.087225 0.087128 0.086467 0.086330 0.085406 0.086446 0.089058 0.091393 )
(centroid 4 0.660585 2.994664 0.094010 0.093256 0.087400 0.084475 0.085398 0.084000 0.084745 0.087096 0.087963 0.088457 0.090450 0.090930 0.091612 0.092423 0.094163 0.093086 )
(centroid 5 14.270918 0.580957 0.094322 0.091863 0.091446 0.090017 0.089846 0.088735 0.088581 0.087869 0.086338 0.085369 0.084515 0.083177 0.082666 0.083989 0.086418 0.089910 )
(centroid 6 8.178840 0.584377 0.095664 0.093404 0.091596 0.089236 0.088877 0.087944 0.086961 0.084621 0.083955 0.083457 0.083104 0.082658 0.084658 0.087430 0.089216 0.091951 )
(centroid 7 4.218665 0.633314 0.096211 0.093692 0.092839 0.091102 0.090462 0.089257 0.088467 0.086996 0.085622 0.085985 0.085200 0.085164 0.085688 0.087766 0.088873 0.091551 )
(centroid 8 158.585373 3.046526 0.100972 0.099373 0.099372 0.098058 0.098508 0.099574 0.101690 0.100893 0.100624 0.099524 0.100510 0.099904 0.100778 0.100381 0.100196 0.098620 )
(centroid 9 51.842743 3.214566 0.099455 0.098677 0.097290 0.097418 0.098527 0.099288 0.099449 0.100717 0.100130 0.100021 0.099201 0.099632 0.097523 0.098586 0.098912 0.099453 )
(centroid 10 91.967133 3.027412 0.100922 0.096472 0.096117 0.096497 0.096272 0.098297 0.098319 0.098308 0.098245 0.099132 0.099100 0.098625 0.097503 0.099690 0.098035 0.098878 )
(centroid 11 119.131950 3.110697 0.100289 0.099482 0.097386 0.097763 0.097815 0.099536 0.101036 0.100010 0.101023 0.100079 0.098376 0.099423 0.098366 0.099913 0.100306 0.100703 )
(centroid 12 0.780694 5.726505 0.093498 0.089961 0.087485 0.086384 0.085888 0.086875 0.087137 0.088247 0.088668 0.090242 0.091039 0.092682 0.092243 0.094232 0.095817 0.097174 )
(centroid 13 34.795563 3.057874 0.097841 0.096941 0.097611 0.096891 0.096830 0.098415 0.098564 0.098550 0.099456 0.097746 0.098612 0.098416 0.096200 0.096874 0.097348 0.098318 )
(centroid 14 5.195054 5.676687 0.092750 0.089180 0.087820 0.085302 0.085022 0.084670 0.085886 0.086136 0.085809 0.088563 0.089837 0.091115 0.091306 0.093753 0.094629 0.096074 )
(centroid 15 11.655564 5.708490 0.090744 0.086378 0.084178 0.081955 0.081230 0.081561 0.083197 0.082632 0.083542 0.085615 0.086931 0.087544 0.088339 0.089731 0.091084 0.093338 )
(centroid 16 21.929792 3.538452 0.096185 0.093691 0.092534 0.091838 0.092079 0.092288 0.093156 0.092062 0.091697 0.092150 0.091613 0.091724 0.090756 0.092602 0.094446 0.096118 )
