( 38.509819 1.419328 0.104780 0.102502 0.097288 0.064175 0.067057 0.054214 0.043476 0.040229 0.036704 0.019454 0.009005 0.017436 0.010257 0.025129 0.043788 0.095315 ) 
( 35.600243 1.349342 0.104233 0.098983 0.122507 0.079920 0.062890 0.058608 0.050913 0.046261 0.026613 0.034287 0.015800 0.009354 0.033210 0.025609 0.046506 0.094483 ) 
( 35.780190 1.356612 0.102047 0.108936 0.101767 0.086473 0.043087 0.048447 0.054340 0.016122 0.034908 0.027316 0.041484 0.032300 0.017317 0.026403 0.049882 0.094984 ) 
( 34.649235 1.428811 0.136815 0.117056 0.091649 0.068812 0.063992 0.070859 0.071538 0.035806 0.047962 0.045940 0.015297 0.043071 0.021011 0.011446 0.049729 0.107136 ) 
( 29.933542 1.360414 0.112090 0.117296 0.105338 0.064577 0.060419 0.066002 0.057177 0.042336 0.023341 0.028510 0.013011 0.019938 0.044681 0.018057 0.054422 0.108675 ) 
( 36.774094 1.360872 0.101023 0.110045 0.106196 0.066394 0.062667 0.045513 0.067725 0.027997 0.028364 0.029741 0.020515 0.004089 0.025268 0.031265 0.049577 0.115046 ) 
( 38.069626 1.393071 0.090089 0.089363 0.083184 0.079703 0.052952 0.064209 0.039399 0.031598 0.012275 0.026652 0.009021 0.004521 0.029181 0.038619 0.036793 0.097408 ) 
( 37.322876 1.352478 0.092842 0.094465 0.087788 0.067645 0.049369 0.034287 0.064386 0.030260 0.003528 0.012813 0.021322 0.027069 0.026825 0.036996 0.054298 0.099235 ) 
( 35.997284 1.322253 0.094390 0.104716 0.106915 0.074616 0.039706 0.054241 0.047076 0.040849 0.029618 0.020431 0.012328 0.012506 0.030389 0.020642 0.061896 0.102908 ) 
( 30.456619 1.351897 0.089352 0.102821 0.102332 0.080112 0.057487 0.059938 0.050791 0.025068 0.019635 0.024351 0.010247 0.025862 0.037301 0.041532 0.048037 0.090603 ) 
( 33.257523 1.395753 0.104836 0.105710 0.104833 0.077175 0.074521 0.051871 0.066258 0.054354 0.016742 0.021963 0.006881 0.036768 0.010459 0.021461 0.053227 0.090422 ) 
( 34.857838 1.371295 0.093415 0.098673 0.107431 0.070704 0.055060 0.053959 0.042482 0.030923 0.031989 0.017571 0.027368 0.014668 0.027904 0.026173 0.042036 0.129837 ) 
( 34.471596 1.365254 0.086459 0.106361 0.104399 0.070019 0.062185 0.053570 0.050899 0.022400 0.030371 0.022612 0.014595 0.030853 0.019276 0.037285 0.056296 0.091288 ) 
( 38.693932 1.368815 0.101070 0.109052 0.085878 0.075918 0.062024 0.045742 0.032756 0.028748 0.027570 0.022679 0.033259 0.027133 0.015119 0.049537 0.031350 0.093875 ) 
( 29.365654 1.391029 0.118399 0.095429 0.093740 0.075656 0.062791 0.054053 0.053649 0.034898 0.021767 0.011073 0.028175 0.028643 0.038389 0.035081 0.053411 0.116846 ) 
( 34.793625 1.343108 0.095499 0.084965 0.094573 0.067142 0.069265 0.057109 0.062819 0.011842 0.037883 0.016342 0.019948 0.025127 0.020448 0.020729 0.047460 0.096525 ) 
( 32.514595 1.355726 0.087965 0.101385 0.119773 0.058928 0.075529 0.035850 0.047661 0.035409 0.038044 0.013898 0.033039 0.000714 0.011132 0.042926 0.031693 0.098259 ) 
( 38.655384 1.381287 0.094386 0.103945 0.096981 0.080955 0.043287 0.070658 0.055562 0.033836 0.018195 0.016299 0.012830 0.020131 0.009205 0.026749 0.057388 0.104227 ) 
( 37.990120 1.328381 0.102705 0.099754 0.109071 0.075693 0.079147 0.046385 0.080791 0.053739 0.024672 0.019538 0.032341 0.028359 0.009331 0.035643 0.044283 0.098376 ) 
( 30.176487 1.385161 0.104106 0.104344 0.081301 0.071547 0.062043 0.071180 0.040232 0.024019 0.032546 0.027070 0.033216 0.020949 0.022315 0.044174 0.042609 0.092412 ) 
( 38.239498 1.425759 0.073285 0.086271 0.091893 0.061922 0.059894 0.046059 0.055927 0.061753 0.010677 0.011287 0.010213 0.010127 0.024453 0.022304 0.041893 0.106859 ) 
( 30.294670 1.329670 0.115433 0.102505 0.095603 0.095056 0.051731 0.051214 0.051231 0.032031 0.006901 0.016594 0.007051 0.022201 0.005874 0.031680 0.054053 0.086137 ) 
( 35.584484 1.312272 0.099988 0.121643 0.107488 0.074891 0.053072 0.049370 0.069699 0.036072 0.041899 0.020552 0.021442 0.017582 0.033528 0.016178 0.059051 0.113016 ) 
( 34.671120 1.368488 0.086115 0.104063 0.102066 0.065279 0.065634 0.055399 0.047921 0.047291 0.029123 0.018855 0.009852 0.020496 0.037019 0.039806 0.039916 0.112688 ) 
( 38.407516 1.334259 0.116820 0.122846 0.102065 0.069161 0.062350 0.047845 0.052909 0.035369 0.040921 -0.000858 0.017236 0.016851 0.026232 0.048486 0.045879 0.104534 ) 
( 30.156767 1.406741 0.108965 0.099118 0.097783 0.069987 0.074511 0.058544 0.043555 0.022749 0.028158 0.027877 0.025235 0.012658 0.025282 0.030248 0.045383 0.081694 ) 
( 36.506184 1.385538 0.102206 0.113484 0.088670 0.059724 0.060574 0.050845 0.042357 0.048618 0.017398 0.036772 0.023889 0.026995 -0.003296 0.030681 0.050198 0.118316 ) 
( 38.796925 1.391803 0.109988 0.094825 0.107473 0.091756 0.055614 0.047117 0.053483 0.037888 0.037003 0.000357 0.016914 0.035700 0.029415 0.033942 0.059703 0.118837 ) 
( 34.207802 1.370198 0.106820 0.101010 0.088622 0.083024 0.068794 0.058866 0.052819 0.024497 0.023811 0.014268 0.020801 0.035709 0.027123 0.030929 0.044806 0.107463 ) 
( 32.561085 1.406213 0.094131 0.095936 0.090275 0.083316 0.053855 0.053883 0.053100 0.040968 0.012161 0.017047 0.008170 0.022416 0.029669 0.026348 0.051867 0.092281 ) 
( 30.408346 1.389784 0.112683 0.105561 0.105790 0.074678 0.060105 0.061530 0.055443 0.035637 0.018656 0.003481 0.029010 0.018297 0.022747 0.002317 0.048899 0.117392 ) 
( 29.096712 1.429925 0.103172 0.097829 0.098967 0.087272 0.046729 0.044399 0.050268 0.041891 0.017765 0.021142 0.021235 0.028277 0.017998 0.040817 0.041263 0.096725 ) 
( 34.611191 1.363347 0.115547 0.110546 0.110544 0.073805 0.073914 0.055391 0.075634 0.016463 0.009085 0.020166 0.037872 0.008205 0.020575 0.036758 0.073865 0.107808 ) 
( 30.712677 1.373485 0.088900 0.097096 0.081154 0.074886 0.057613 0.057778 0.056578 0.047099 0.013016 0.015233 0.020152 0.024908 0.025686 0.019881 0.041726 0.093309 ) 
( 37.650864 1.401408 0.091066 0.099361 0.112223 0.073338 0.064755 0.055301 0.077380 0.043248 0.047198 0.011122 0.023667 0.021653 0.014898 0.048400 0.045907 0.106914 ) 
( 30.581215 1.346447 0.113203 0.113211 0.110649 0.063664 0.072043 0.065172 0.064204 0.023583 0.036845 0.010685 0.006933 0.017772 0.035567 0.013643 0.037665 0.105323 ) 
( 37.673618 1.308861 0.101992 0.099141 0.094377 0.063706 0.050573 0.029386 0.064820 0.041199 0.041932 0.026751 0.024116 0.038571 0.024894 0.037495 0.028922 0.117082 ) 
( 37.538166 1.348003 0.112074 0.126148 0.122762 0.067198 0.061683 0.062109 0.045322 0.030925 0.028838 0.019252 0.018055 0.018429 0.027596 0.017351 0.052269 0.118641 ) 
( 33.993069 1.371359 0.104146 0.105047 0.106159 0.059285 0.066724 0.057140 0.059841 0.028581 0.038041 0.010506 0.004456 0.014212 0.024972 0.043854 0.049342 0.113063 ) 
( 31.104986 1.381135 0.108307 0.108610 0.105455 0.065564 0.058978 0.039891 0.072969 0.040551 0.004584 0.036555 0.012253 0.033620 0.026745 0.018633 0.052655 0.124058 ) 
( 38.638554 1.413987 0.114852 0.102073 0.104426 0.070674 0.045193 0.043480 0.052926 0.041049 0.013662 0.017809 0.032027 0.019654 0.017007 0.027871 0.029850 0.099447 ) 
( 30.455500 1.370438 0.099274 0.108265 0.094999 0.079239 0.068526 0.056117 0.072805 0.035491 0.038059 0.015313 0.005918 0.012195 0.022850 0.022324 0.050047 0.092882 ) 
( 30.454563 1.401863 0.100487 0.086114 0.105728 0.075417 0.065543 0.033942 0.048441 0.015489 0.014597 0.009479 0.016141 0.028990 0.014763 0.025585 0.055954 0.105388 ) 
( 35.899654 1.334183 0.102651 0.097854 0.106563 0.064192 0.040950 0.049576 0.044290 0.039332 0.016743 0.025664 0.025450 0.017986 0.039351 0.030137 0.047028 0.109517 ) 
( 30.387300 1.433163 0.111571 0.102682 0.079174 0.069014 0.061243 0.050215 0.058159 0.041258 0.018001 0.016275 0.016850 0.030191 0.040678 0.028990 0.043068 0.104371 ) 
( 29.538191 1.372955 0.104356 0.081458 0.088850 0.071013 0.057815 0.051008 0.046482 0.042160 0.018204 0.040316 0.034317 0.015001 0.026381 0.044365 0.037057 0.086990 ) 
( 34.941853 1.433870 0.098492 0.102328 0.089135 0.076546 0.072611 0.057739 0.044379 0.042400 0.032315 0.017925 0.008122 0.012196 0.033238 0.019776 0.030671 0.108961 ) 
( 32.820812 1.362724 0.089426 0.102847 0.096505 0.068377 0.069950 0.061090 0.068569 0.011079 0.014593 0.014179 0.014806 -0.006129 0.004552 0.025353 0.063149 0.111195 ) 
( 38.817268 1.411693 0.106868 0.101267 0.085767 0.061092 0.047313 0.049343 0.061004 0.048764 0.025863 0.010848 0.002927 0.018426 0.016725 0.003189 0.065138 0.090079 ) 
( 36.402790 1.314343 0.097949 0.107128 0.100571 0.062243 0.061412 0.058651 0.071937 0.032577 0.031858 0.034001 0.016505 0.030017 0.036656 0.024007 0.037414 0.100844 ) 
( 32.600929 1.429247 0.105630 0.083422 0.113090 0.089326 0.075646 0.071782 0.053206 0.027795 0.014640 0.005383 0.010043 0.020088 0.036580 0.014718 0.056733 0.092911 ) 
( 26.064259 3.033297 0.077967 0.107394 0.085712 0.079161 0.098548 0.114421 0.093285 0.074224 0.063248 0.022131 0.042568 0.016012 0.025889 0.030964 0.049006 0.037987 ) 
( 22.619423 4.345851 0.056984 0.093841 0.079853 0.102293 0.112962 0.076001 0.093298 0.089775 0.093031 0.090290 0.114034 0.104356 0.087036 0.088010 0.058136 0.049790 ) 
( 30.557272 5.895433 0.079506 0.087335 0.092912 0.058630 0.033634 0.045508 0.057495 0.055253 0.066071 0.097328 0.110263 0.110384 0.119857 0.099499 0.107018 0.112620 ) 
( 44.578499 5.739715 0.095905 0.045803 0.033738 0.024612 0.007144 0.005029 0.022899 -0.000405 0.033521 0.033635 0.096152 0.103928 0.114908 0.106323 0.100021 0.093891 ) 
( 44.142067 5.765040 0.103568 0.058813 0.034599 0.034478 0.038974 -0.010112 0.020762 0.044783 0.014937 0.051133 0.103778 0.111665 0.103088 0.093060 0.104139 0.096497 ) 
( 48.730331 5.726006 0.103366 0.054794 0.032158 0.019437 0.016803 0.022621 0.011404 0.017847 0.025951 0.034607 0.123531 0.119055 0.092592 0.088135 0.105765 0.107100 ) 
( 42.788792 5.744128 0.091029 0.076141 0.015971 0.021068 0.026081 0.042127 0.002039 0.018898 0.034229 0.032106 0.113595 0.085778 0.106386 0.095460 0.102436 0.096649 ) 
( 46.615715 5.800414 0.094982 0.055441 0.030183 0.021468 0.016437 0.021693 0.012219 0.010890 0.000907 0.040986 0.093056 0.122368 0.098664 0.103253 0.104401 0.094583 ) 
( 47.210037 5.741911 0.096408 0.075843 0.021952 0.015610 0.013352 0.023461 0.021103 0.010965 0.021937 0.039004 0.105553 0.093712 0.118231 0.102702 0.099172 0.099497 ) 
