(centroid 1 0.097481 0.100003 0.100866 0.099845 0.032551 0.021066 0.016650 0.015359 0.013548 0.018625 0.021741 0.058086 0.101650 0.100748 0.100720 0.101501 )
(centroid 2 0.105083 0.100893 0.106347 0.111168 0.107596 0.105049 0.106813 0.103842 0.113888 0.116317 0.107170 0.100295 0.113575 0.092107 0.097580 0.098212 )
(centroid 3 0.047609 0.044999 0.047020 0.050881 0.056757 0.057125 0.057845 0.058052 0.071105 0.081187 0.090608 0.095346 0.096675 0.095445 0.097533 0.092939 )
(centroid 4 0.100230 0.097703 0.099439 0.091603 0.084317 0.105139 0.111790 0.108293 0.115071 0.104769 0.113217 0.110372 0.110044 0.104059 0.100815 0.102987 )
(centroid 5 0.089582 0.087893 0.113234 0.112887 0.110159 0.101525 0.099720 0.103757 0.094723 0.094951 0.087980 0.095938 0.110087 0.106797 0.111080 0.105869 )
(centroid 6 0.101703 0.102719 0.100262 0.048601 0.033893 0.030923 0.033665 0.039029 0.096155 0.102566 0.099412 0.098255 0.098546 0.104260 0.101591 0.099701 )
(centroid 7 0.012551 0.013909 0.022220 0.031706 0.098801 0.102213 0.100618 0.101200 0.091899 0.090246 0.091660 0.092275 0.097097 0.095497 0.096803 0.079886 )
(centroid 8 0.099048 0.097830 0.097950 0.099432 0.099168 0.100579 0.097248 0.043569 0.032062 0.031310 0.029486 0.033741 0.043181 0.091303 0.101473 0.102122 )
(centroid 9 0.099244 0.100706 0.098714 0.100136 0.099918 0.098990 0.045437 0.033793 0.029616 0.029358 0.030630 0.039728 0.095460 0.101571 0.101227 0.101115 )
(centroid 10 0.099812 0.107923 0.113274 0.105874 0.108865 0.101799 0.112797 0.098007 0.103679 0.087662 0.097175 0.098257 0.095846 0.100943 0.099200 0.089026 )
(centroid 11 0.114616 0.105465 0.107016 0.096688 0.112304 0.096873 0.088046 0.090485 0.103104 0.104327 0.113979 0.106371 0.098067 0.102849 0.105054 0.103107 )
(centroid 12 0.098072 0.098353 0.067587 0.017002 0.008057 0.006336 0.005815 0.005942 0.005837 0.007187 0.008699 0.020901 0.100162 0.100572 0.099036 0.100203 )
(centroid 13 0.105955 0.095850 0.090407 0.097614 0.109915 0.104200 0.123857 0.097100 0.096916 0.094293 0.072642 0.106090 0.123790 0.099582 0.095535 0.082073 )
(centroid 14 0.098780 0.110546 0.115137 0.098686 0.105212 0.101189 0.106151 0.103377 0.086225 0.102416 0.096149 0.093892 0.105403 0.107196 0.113440 0.100630 )
(centroid 15 0.073324 0.060549 0.054544 0.044579 0.044185 0.040983 0.039826 0.040161 0.044820 0.050153 0.058156 0.070735 0.086219 0.093975 0.098417 0.098716 )
(centroid 16 0.092257 0.104041 0.108287 0.110372 0.101754 0.107029 0.101402 0.100166 0.092030 0.100193 0.112162 0.095693 0.104127 0.090993 0.110285 0.113379 )
(centroid 17 0.040515 0.039743 0.039084 0.056621 0.083539 0.101721 0.097923 0.101392 0.093343 0.068365 0.044372 0.027108 0.021766 0.019599 0.021164 0.026699 )
