(centroid 1 0.099953 0.100958 0.099323 0.098895 0.060574 0.025052 0.017486 0.015288 0.014499 0.015313 0.017129 0.024233 0.060530 0.096057 0.100890 0.101255 )
(centroid 2 0.108460 0.100575 0.094292 0.110175 0.101657 0.106379 0.095274 0.108589 0.105231 0.105663 0.106801 0.107508 0.108786 0.105157 0.103563 0.107075 )
(centroid 3 0.093055 0.065158 0.038020 0.032427 0.032853 0.035137 0.042623 0.082839 0.098784 0.100679 0.099795 0.100577 0.099489 0.098275 0.099419 0.099184 )
(centroid 4 0.115113 0.106443 0.103411 0.101351 0.095209 0.101020 0.098917 0.099547 0.101685 0.098824 0.099220 0.108496 0.109575 0.088087 0.101818 0.105391 )
(centroid 5 0.098700 0.100523 0.099988 0.100032 0.100792 0.096850 0.063482 0.036783 0.030415 0.027652 0.033242 0.068473 0.099706 0.101448 0.101259 0.101289 )
(centroid 6 0.097869 0.099664 0.098205 0.098465 0.100003 0.101008 0.100444 0.100724 0.094876 0.056960 0.037899 0.036242 0.036210 0.048812 0.079117 0.099900 )
(centroid 7 0.099970 0.101517 0.092342 0.068007 0.052042 0.052103 0.067166 0.094848 0.101438 0.099750 0.099635 0.100422 0.099241 0.099126 0.098245 0.098869 )
(centroid 8 0.107333 0.115411 0.106117 0.109878 0.106114 0.097920 0.098638 0.094149 0.097887 0.102016 0.098165 0.098937 0.098542 0.102695 0.096297 0.103409 )
(centroid 9 0.096343 0.099384 0.099606 0.099656 0.096592 0.098773 0.098371 0.098238 0.098774 0.084536 0.041098 0.031425 0.028455 0.027207 0.028763 0.038720 )
(centroid 10 0.096199 0.106734 0.102593 0.100411 0.098208 0.107147 0.101313 0.105189 0.114728 0.094672 0.100707 0.100399 0.101360 0.101102 0.107053 0.103592 )
(centroid 11 0.099586 0.095775 0.088096 0.076752 0.052028 0.021417 0.015688 0.014238 0.013528 0.010486 0.011820 0.011653 0.012893 0.017621 0.048401 0.070826 )
(centroid 12 0.022288 0.025965 0.035827 0.058690 0.088859 0.098725 0.101367 0.100863 0.086797 0.064832 0.043589 0.029731 0.023025 0.018503 0.018524 0.018832 )
(centroid 13 0.099083 0.099673 0.098697 0.097757 0.099273 0.096745 0.061825 0.026234 0.018524 0.015292 0.014185 0.015821 0.015691 0.025334 0.058610 0.098380 )
(centroid 14 0.062748 0.027172 0.018516 0.017468 0.013829 0.013906 0.013845 0.015565 0.016856 0.025542 0.060963 0.080544 0.088612 0.096340 0.097926 0.099740 )
(centroid 15 0.098660 0.099538 0.098242 0.098579 0.099908 0.098960 0.079515 0.041290 0.029753 0.026658 0.027774 0.032033 0.048215 0.090915 0.101265 0.101338 )
(centroid 16 0.098273 0.099481 0.098098 0.099587 0.100201 0.100824 0.100959 0.100642 0.101448 0.089962 0.067240 0.056173 0.059573 0.082401 0.099301 0.100830 )
(centroid 17 0.091046 0.109148 0.105781 0.100040 0.101923 0.087643 0.095168 0.107716 0.094333 0.098253 0.106620 0.108330 0.102384 0.101486 0.097421 0.101411 )
(centroid 18 0.092001 0.042213 0.024216 0.020107 0.018014 0.019189 0.022535 0.028896 0.067502 0.099383 0.099337 0.101477 0.099266 0.099963 0.097346 0.099747 )
